"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","decimalLongitude.1","decimalLatitude.1","optional"
"312541","Myrcia splendens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,2996984051,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-40.072222,-19.391389,TRUE
"312542","Myrcia splendens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,2996984057,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-40.072222,-19.391389,TRUE
"312547","Myrcia splendens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,2996984076,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-40.072222,-19.391389,TRUE
"312551","Myrcia vittoriana","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,2996984052,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-40.072222,-19.391389,TRUE
"312554","Abarema barnebyana","BR","Espírito Santo","Águas Claras. Zequinha.",-40.814444,-18.875556,NA,2996984898,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.814444,-18.875556,TRUE
"312584","Chrysophyllum flexuosum","BR","Espírito Santo","Rochedo, Trilha do Córrego, propriedade Ailton Corteleti.",-40.801389,-18.955833,NA,2996986071,"Sapotaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.801389,-18.955833,TRUE
"312630","Palicourea blanchetiana","BR","Espírito Santo","Pedra de Santa Luzia.",-40.464167,-19.283889,NA,2996987251,"Rubiaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",-40.464167,-19.283889,TRUE
"312634","Psidium brownianum","BR","Espírito Santo","Alto Moacir, Pedra do Cruzeiro, propr. Landislau",-40.550833,-19.348056,NA,2996987306,"Myrtaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",-40.550833,-19.348056,TRUE
"312635","Erythroxylum passerinum","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do Rio Doce.",-40.081667,-19.436944,NA,2996987335,"Erythroxylaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",-40.081667,-19.436944,TRUE
"312650","Casearia arborea","BR","Espírito Santo","Cong.60 Sub.3 Subp.4 Na.12 do IFN-ES. Estrato médio. Solo profundo.",-39.96,-19.44,NA,2996987754,"Salicaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",-39.96,-19.44,TRUE
"312653","Piper aduncum","BR","Espírito Santo","Estrada Colatina - Itaguaçu. Floresta secundária, área alterada próximo à corrego temporário.",-40.817778,-19.602222,NA,2996987823,"Piperaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","VIES","VIES",-40.817778,-19.602222,TRUE
"312695","Parapiptadenia pterosperma","BR","Espírito Santo","Pontões Capixabas, propriedade Sr. Stur, trilha.",-40.815278,-19.232778,NA,2996989426,"Fabaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",-40.815278,-19.232778,TRUE
"312760","Miconia valentinensis","BR","Espírito Santo","Serra do Valentim. Trilha para a torre",-41.275833,-20.225,NA,2996991050,"Melastomataceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",-41.275833,-20.225,TRUE
"312762","Anadenanthera peregrina","BR","Espírito Santo","Rochedo, propriedade Arlindo Breda.",-40.802778,-18.945833,NA,2996991082,"Fabaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.802778,-18.945833,TRUE
"312763","Anadenanthera peregrina","BR","Espírito Santo","Santa Luzia, propriedade Ciro Farreira.",-40.665556,-18.978056,NA,2996991083,"Fabaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.665556,-18.978056,TRUE
"312767","Anadenanthera colubrina","BR","Espírito Santo","Santa Luzia, propriedade Ciro Farreira.",-40.665556,-18.978056,NA,2996991093,"Fabaceae","VARIETY",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",-40.665556,-18.978056,TRUE
"312768","Anadenanthera peregrina","BR","Minas Gerais","Conceição do capim, sítio Rio Capim, estrada da Babilônia.",-41.229444,-19.57,NA,2996991094,"Fabaceae","VARIETY",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",-41.229444,-19.57,TRUE
"312769","Anadenanthera peregrina","BR","Espírito Santo","Alto Moacir, propriedade de Lalau.",-40.552222,-19.343611,NA,2996991097,"Fabaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.552222,-19.343611,TRUE
"312770","Dalbergia nigra","BR","Espírito Santo","Estrada para Barra Seca.",-40.515556,-18.948056,NA,2996991098,"Fabaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-40.515556,-18.948056,TRUE
"312779","Anadenanthera peregrina","BR","Espírito Santo","São Pedro, pedra do CEIER.",-40.648056,-19.022778,NA,2996991253,"Fabaceae","VARIETY",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",-40.648056,-19.022778,TRUE
"312787","Pera furfuracea","BR","Espírito Santo","APP Fazenda Goytacazes.",-40.070278,-19.466667,NA,2996991406,"Peraceae","SPECIES",NA,2000,"PRESERVED_SPECIMEN","VIES","VIES",-40.070278,-19.466667,TRUE
"312789","Pavonia calyculosa","BR","Espírito Santo","Parcela 4 para os estudos do EIA do Mineroduto Morro do Pilar/MG - Linhares/ES.",-39.920556,-19.378889,NA,2996991422,"Malvaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","VIES","VIES",-39.920556,-19.378889,TRUE
"312792","Senna reniformis","BR","Minas Gerais","Estrada para Cachoeira Vitória.",-43.333333,-19.416667,NA,2996991446,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-43.333333,-19.416667,TRUE
"312904","Parapiptadenia pterosperma","BR","Espírito Santo","Liberdade, Deoclécio Lorenccini.",-40.516111,-19.354167,NA,2996999972,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.516111,-19.354167,TRUE
"312906","Plathymenia reticulata","BR","Espírito Santo","Alto Moacir, propriedade Vitório Salomão.",-40.5375,-19.311667,NA,2996999987,"Fabaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",-40.5375,-19.311667,TRUE
"312910","Psidium guineense","BR","Rio de Janeiro","Serra da Estrella, ca. 2 Km above Meio da Serra near Petrópolis.",-43.166667,-20.666667,NA,2997000157,"Myrtaceae","SPECIES",NA,1977,"PRESERVED_SPECIMEN","VIES","VIES",-43.166667,-20.666667,TRUE
"312936","Erythroxylum suberosum","BR","Minas Gerais","Santana do Riacho, Ao longo da rodovia Belo Horizonte. Conceicao do Mato Dentro. Santana do Pirapama. Facenda Inhame, Serra do Cipo",-43,-18.92,NA,1228611102,"Erythroxylaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","F","Botany",-43,-18.92,TRUE
"314683","Cyathea phalerata","BR","Minas Gerais","RPPN Capivari, Porção oeste da RPPN. Entrada na divisa da Fazenda do Zé Maria.",-43.608333,-20.1225,NA,3461437301,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-43.608333,-20.1225,TRUE
"314689","Cyathea corcovadensis","BR","Minas Gerais","RPPN Capivari, Localizada na porção Oeste da RPPN. Entrada na divisa da Fazenda do Zé Maria.",-43.608333,-20.1225,NA,3461437306,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-43.608333,-20.1225,TRUE
"314697","Cyathea corcovadensis","BR","Minas Gerais","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi). Terras de José Agostinho.",-43.402056,-19.396361,NA,1802865401,"Cyatheaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","","BHCB-SL",-43.402056,-19.396361,TRUE
"314708","Cyathea dichromatolepis","BR","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Dens Montana em área de vales e interflúvios.",-42.070306,-20.071861,NA,1802858355,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.070306,-20.071861,TRUE
"314709","Cyathea phalerata","BR","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.",-42.070281,-20.071861,NA,1802858385,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.070281,-20.071861,TRUE
"314710","Alsophila salvinii","BR","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.",-42.070306,-20.071861,NA,1802858337,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.070306,-20.071861,TRUE
"314716","Cyathea rufa","BR","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.",-42.073861,-20.065361,NA,1802858316,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.073861,-20.065361,TRUE
"314720","Dicksonia sellowiana","BR","Minas Gerais","Mata do Sossego",-42.077889,-20.067222,NA,3461437329,"Dicksoniaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.077889,-20.067222,TRUE
"314733","Alsophila salvinii","BR","Minas Gerais","Mata do Sossego, Trilha que segue o curso do Córrego do Sossego (Trilha das Samambaias).",-42.075556,-20.07,NA,1802867600,"Cyatheaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","","BHCB-SL",-42.075556,-20.07,TRUE
"314735","Alsophila capensis","BR","Espírito Santo","Santo Henrique, Barranco em beira de estrada. DATUM SAD 69.",-40.550833,-19.834167,NA,1802866015,"Cyatheaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","","BHCB-SL",-40.550833,-19.834167,TRUE
"314758","Cyathea hirsuta","BR","Minas Gerais","Margens do rio Corrente Grande, Floresta Estacional Semidecidual",-42.545778,-18.946861,NA,1802864170,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-42.545778,-18.946861,TRUE
"314776","Cyathea corcovadensis","BR","Espírito Santo","Águas Claras",-40.812778,-18.871389,NA,1802860598,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-40.812778,-18.871389,TRUE
"314778","Cyathea microdonta","BR","Espírito Santo","Parque Natural Municipal Recanto do Jacaré",-40.740278,-18.983056,NA,1802860589,"Cyatheaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","","BHCB-SL",-40.740278,-18.983056,TRUE
"314786","Cyathea corcovadensis","BR","Minas Gerais","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.",-41.831667,-20.412222,NA,1802864278,"Cyatheaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","","BHCB-SL",-41.831667,-20.412222,TRUE
"314787","Cyathea rufa","BR","Minas Gerais","Fazenda Jardim",-43.4,-18.916667,NA,1802860268,"Cyatheaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","","BHCB-SL",-43.4,-18.916667,TRUE
"314799","Cyathea dichromatolepis","BR","Minas Gerais","Mina de Fazendão, Próximo a área da cava",-43.413333,-20.127222,NA,1802864262,"Cyatheaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","","BHCB-SL",-43.413333,-20.127222,TRUE
"314808","Cyathea phalerata","BR","Minas Gerais","Parqeu Estadual Pico do Itambé",-43.315556,-18.424222,NA,1802859068,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-43.315556,-18.424222,TRUE
"314821","Cyathea corcovadensis","BR","Minas Gerais","Serra de Gandarela",-43.516444,-20.904722,NA,1802863050,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-43.516444,-20.904722,TRUE
"314831","Alsophila setosa","BR","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.",-42.077889,-20.067222,NA,1802858166,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.077889,-20.067222,TRUE
"314832","Alsophila salvinii","BR","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.",-42.077889,-20.067222,NA,1802858224,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.077889,-20.067222,TRUE
"314833","Cyathea phalerata","BR","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.",-42.077889,-20.067222,NA,1802858250,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-42.077889,-20.067222,TRUE
"314834","Cyathea phalerata","BR","Minas Gerais","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi). À meia altura da serra.",-43.431133,-19.414444,NA,3461437453,"Cyatheaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","","BHCB-SL",-43.431133,-19.414444,TRUE
"314840","Cyathea corcovadensis","BR","MInas Gerais","Lavras Novas",-43.538211,-20.476961,NA,1802863052,"Cyatheaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","","BHCB-SL",-43.538211,-20.476961,TRUE
"314842","Alsophila sternbergii","BR","Minas Gerais","Serra da Cachoeira Alta",-43.492889,-19.578778,NA,1802858710,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-43.492889,-19.578778,TRUE
"314850","Alsophila salvinii","BR","Minas Gerais","RPPN Mata do Sossego, Trilha 1, às margens do Còrrego Sossego. Floresta Ombrófila Densa em fundo de vale.",-42.071667,-20.069722,NA,1802868036,"Cyatheaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","","BHCB-SL",-42.071667,-20.069722,TRUE
"314852","Cyathea phalerata","BR","Minas Gerais","RPPN Mata do Sossego, Trilha 1, às margens do Córrego do Sossego. Floresta Ombrófila Densa em fundo de vale.",-42.071667,-20.069722,NA,1802868041,"Cyatheaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","","BHCB-SL",-42.071667,-20.069722,TRUE
"314877","Cyathea rufa","BR","Minas Gerais","Fazenda Corrégo das Almas., Próximo a curso d'água.",-43.474722,-20.144444,NA,3461437485,"Cyatheaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","","BHCB-SL",-43.474722,-20.144444,TRUE
"314886","Cyathea phalerata","BR","Minas Gerais","Parque Estadual de Sete Salões",-41.374889,-19.285333,NA,1802858179,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-41.374889,-19.285333,TRUE
"314888","Cyathea corcovadensis","BR","Minas Gerais","Parque Estadual de Sete Salões",-41.374139,-19.278389,NA,1802858142,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-41.374139,-19.278389,TRUE
"314889","Cyathea bipinnatifida","BR","Minas Gerais","Parque Estadual de Serra Nova",-41.373528,-19.2585,NA,1802858106,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-41.373528,-19.2585,TRUE
"314891","Cyathea corcovadensis","BR","Minas Gerais","Parque Estadual de Sete Salões",-41.319694,-19.334833,NA,1802858137,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-41.319694,-19.334833,TRUE
"314899","Cyathea hirsuta","BR","Minas Gerais","Margens do rio Corrente Grande, Mata de galeri, próximo à comunidade de Quenta-Sol.",-42.563611,-18.981389,NA,1802863692,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-42.563611,-18.981389,TRUE
"314900","Cyathea corcovadensis","BR","Minas Gerais","Serra do Azeite; Rio Manhuaçu;, Mata de galeria em vale encaixado, na base da Serra",-41.644556,-19.501972,NA,1802863750,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-41.644556,-19.501972,TRUE
"314901","Cyathea phalerata","BR","Minas Gerais","RPPN Mata do Sossego",-42.755556,-20.683333,NA,1802863573,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-42.755556,-20.683333,TRUE
"314902","Cyathea dichromatolepis","BR","Minas Gerais","RPPN Mata do Sossego",-42.705556,-20.688889,NA,1802863523,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-42.705556,-20.688889,TRUE
"314911","Cyathea phalerata","BR","Minas Gerais","Estação de Pesquisa Ambiental de Peti",-43.365278,-19.8925,NA,1802854724,"Cyatheaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","","BHCB-SL",-43.365278,-19.8925,TRUE
"314912","Cyathea corcovadensis","BR","Minas Gerais","Estação de Pesquisa Ambiental de Peti",-43.365278,-19.8925,NA,1802854717,"Cyatheaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","","BHCB-SL",-43.365278,-19.8925,TRUE
"314921","Cyathea corcovadensis","BR","Minas Gerais","Mina de Fábrica Nova; Dique Santa Rita",-43.439444,-20.170556,NA,1802867188,"Cyatheaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","","BHCB-SL",-43.439444,-20.170556,TRUE
"314927","Cyathea corcovadensis","BR","Espírito Santo","Pontões Capixabas",-40.8775,-19.234722,NA,1802862023,"Cyatheaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","","BHCB-SL",-40.8775,-19.234722,TRUE
"314935","Cyathea corcovadensis","BR","Minas Gerais","Parque Natural do Caraça Pico do Inficionado",-43.458667,-20.108639,NA,1802853000,"Cyatheaceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","","BHCB-SL",-43.458667,-20.108639,TRUE
"314936","Alsophila capensis","BR","Minas Gerais","Parque Natural do Caraça Gruta da Bocaína",-43.463333,-20.126583,NA,1802855099,"Cyatheaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","","BHCB-SL",-43.463333,-20.126583,TRUE
"314957","Cyathea rufa","BR","Minas Gerais","Estação de Pesquisa e Desenvolvimento Ambiental de PETI, próximo a Casa de Força. Floresta Estacional Semidecidual Montana",-43.369556,-19.883389,NA,1802855138,"Cyatheaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","","BHCB-SL",-43.369556,-19.883389,TRUE
"314982","Cyathea phalerata","BR","Minas Gerais","Parque Estadual do Itacolomi",-43.415583,-20.474222,NA,1802860983,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-43.415583,-20.474222,TRUE
"314991","Cyathea dichromatolepis","BR","Minas Gerais","Parque Estadual do Itacolomi",-43.429028,-20.47925,NA,1802860922,"Cyatheaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","","BHCB-SL",-43.429028,-20.47925,TRUE
"314997","Cyathea corcovadensis","BR","Minas Gerais","RPPN Capanema",-43.601944,-20.190278,NA,2397831580,"Cyatheaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","","BHCB-SL",-43.601944,-20.190278,TRUE
"314999","Cyathea phalerata","BR","Minas Gerais","RPPN Capanema",-43.601944,-20.190278,NA,2397831462,"Cyatheaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","","BHCB-SL",-43.601944,-20.190278,TRUE
"315024","Cyathea phalerata","BR","Minas Gerais","Samarco - Complexo do Germano, Floresta Estacional Semidecidual",-43.513333,-20.180833,NA,1802866963,"Cyatheaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","","BHCB-SL",-43.513333,-20.180833,TRUE
"315028","Cyathea corcovadensis","BR","Minas Gerais","Região de Água Limpa, Serra do Gandarela",-43.657222,-20.109167,NA,3461437729,"Cyatheaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","","BHCB-SL",-43.657222,-20.109167,TRUE
"315037","Cyathea phalerata","BR","Minas Gerais","Chapada de Canga",-43.400556,-20.164167,NA,2397831552,"Cyatheaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","","BHCB-SL",-43.400556,-20.164167,TRUE
"315038","Cyathea phalerata","BR","Minas Gerais","Chapada de Canga",-43.400556,-20.164167,NA,2397831502,"Cyatheaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","","BHCB-SL",-43.400556,-20.164167,TRUE
"315056","Cyathea villosa","BR","Minas Gerais","RPPN Santuário do Caraça, Trilha para a Cascatona. Área Aberta",-43.493056,-20.085278,NA,1802865096,"Cyatheaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","","BHCB-SL",-43.493056,-20.085278,TRUE
"315078","Cyathea phalerata","BR","Minas Gerais","RPPN Capivari, Na trilha que da acesso para a Cachoeira de Capivari.",-43.581667,-20.1325,NA,3461437797,"Cyatheaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","","BHCB-SL",-43.581667,-20.1325,TRUE
"315088","Dialium guianense","BR","Espírito Santo","Reserva Florestal da CVRD. Est. MAC. P. SAPO, ant. 161, km 1240, lado esquerdo. Floresta de Mussununga",-40.071853011446,-19.3949002236543,NA,1930196747,"Fabaceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"315094","Eschweilera ovata","BR","Espírito Santo","Reserva Florestal de Linhares, CVRD. Estrada 161, talhao 601, km 0,800",-40.071853011446,-19.3949002236543,NA,1930270414,"Lecythidaceae","SPECIES",NA,1977,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"315122","Miconia hirtella","BR","Minas Gerais","Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 12 km W. of Barão de Cocais",-43.492778,-20.1263,NA,1928406230,"Melastomataceae","SPECIES",10000,1971,"PRESERVED_SPECIMEN","NY","NY",-43.492778,-20.1263,TRUE
"315261","Plenckia populnea","BR","Minas Gerais","Morro da Pedras, ca. 30 km N.E. of Patrocínio",-43.248576,-19.948004,NA,1930591006,"Celastraceae","SPECIES",5000,1970,"PRESERVED_SPECIMEN","NY","NY",-43.248576,-19.948004,TRUE
"315292","Celtis iguanaea","BR","Espírito Santo","Reserva Florestal da CVRD. Linhares. Est. Flamengo, ant. x-1, km 16,350, lado direito",-40.071853011446,-19.3949002236543,NA,1927799543,"Cannabaceae","SPECIES",NA,1987,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"315380","Solanum scuticum","BR","Minas Gerais","Beira do Rio Caratinga",-42.1064903252079,-19.3779996680772,NA,1930127567,"Solanaceae","SPECIES",NA,1963,"PRESERVED_SPECIMEN","NY","NY",-42.1064903252079,-19.3779996680772,TRUE
"315393","Campomanesia schlechtendaliana","BR","Minas Gerais","Caratinga, Estaçao Biologica de Caratinga",-41.83,-19.67,NA,1927852474,"Myrtaceae","VARIETY",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"315454","Tontelea leptophylla","BR","Minas Gerais","Atlantic forest, Caratinga. Estacao Biologica de Caratinga.",-41.83,-19.67,NA,1929492262,"Celastraceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"315557","Miconia latecrenata","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.",-40.5911,-19.9086,NA,1928412313,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.5911,-19.9086,TRUE
"315578","Tabebuia roseoalba","BR","Espírito Santo","Reserva Florestal da CVRD. Est. GAVEA, att. X-2, Km 18,490, lado esquerdo.",-40.071853011446,-19.3949002236543,NA,1930301836,"Bignoniaceae","SPECIES",NA,1979,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"315605","Erythroxylum passerinum","BR","Espírito Santo","Lagoa Juparaná",-40.071853011446,-19.3949002236543,NA,1929319795,"Erythroxylaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"315622","Trichilia elegans","BR","Espírito Santo","Reserva Natural da CVRD. Estrada Orelha de onça, km 1.8.",-40.072153031695,-19.3949002237318,NA,1929613550,"Meliaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","NY","NY",-40.072153031695,-19.3949002237318,TRUE
"315635","Qualea megalocarpa","BR","Espírito Santo","Reserva Florestal da CVRD. Est. ORELHA DE ONÇA, ant. 143-A6, km 0,33, talhao 601, lado dir",-40.071853011446,-19.3949002236543,NA,1930032229,"Vochysiaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
