"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","geometry"
"10981","Myrcia venulosa","BR","Minas Gerais","Fazenda Córrego das Almas",-43.486944,-20.135,NA,1806875782,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.486944, -20.135)
"10982","Solanum granulosoleprosum","BR","Minas Gerais","Fazenda Conta História",-43.529722,-20.220833,NA,1806875798,"Solanaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.529722, -20.220833)
"10983","Ilex affinis","BR","Minas Gerais","Área PSSE 318",-43.316389,-19.374722,NA,1853943174,"Aquifoliaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.316389, -19.374722)
"10984","Myrcia retorta","BR","Minas Gerais","Área PSSE 318",-43.316389,-19.374722,NA,1853943198,"Myrtaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.316389, -19.374722)
"10985","Senna reniformis","BR","Minas Gerais","Camargos, Estrada fazenda das palhas",-43.411333,-20.318694,NA,1935009287,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.411333, -20.318694)
"10986","Erythroxylum citrifolium","BR","Minas Gerais","Zona rural, Ca. de 15 km de Revés do Belém. A sul de Belém, em meio a plantações de eucalipto.",-42.473,-19.674194,NA,1913569714,"Erythroxylaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.473, -19.674194)
"10987","Solanum rufescens","BR","Minas Gerais","Zona rural; proximidade do núcleo urbano de Revés do Belem, Mata ciliar, ca. de 1 km do núcleo urbano.",-42.475278,-19.585556,NA,1913569695,"Solanaceae","VARIETY",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.475278, -19.585556)
"10988","Eremanthus crotonoides","BR","Minas Gerais","Estrada Camargos, depois da fazenda das palhas.",-43.398333,-20.28675,NA,1935009338,"Asteraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.398333, -20.28675)
"10989","Piptolepis monticola","BR","Minas Gerais","Parque Estadual do Pico do Itambé",-43.314167,-18.401667,NA,1993816319,"Asteraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.314167, -18.401667)
"10990","Psidium rufum","BR","Minas Gerais","Bacia do Rio Preto",-43.385278,-19.161667,NA,2313593626,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.385278, -19.161667)
"10991","Pimenta pseudocaryophyllus","BR","Minas Gerais","Bacia do Rio Preto",-43.387222,-19.163889,NA,2313593502,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.387222, -19.163889)
"10992","Galipea jasminiflora","BR","Minas Gerais","Parque Estadual Mata do Limoeiro, Borda da trilha para a Lagoa do Sitio de São Jorge",-43.441389,-19.599444,NA,2595785976,"Rutaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.441389, -19.599444)
"10993","Pleroma stenocarpum","BR","Minas Gerais","Mineração Anglogold Ashanti, Cava João Burro",-43.497222,-20.001111,NA,2252465933,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.497222, -20.001111)
"10994","Trema micrantha","BR","Minas Gerais","Mina de Córrego do Sítio, Anglo Gold Ashante Mineração",-43.474444,-19.973333,NA,2313593494,"Cannabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.474444, -19.973333)
"10995","Bauhinia rufa","BR","Minas Gerais","Morro da Água Quente, Mina de Tamanduá",-43.416389,-20.1375,NA,2563082793,"Fabaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.416389, -20.1375)
"10996","Vochysia emarginata","BR","Minas Gerais","Morro redondo, Descida da Igreja",-43.486694,-19.557333,NA,3069233314,"Vochysiaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.486694, -19.557333)
"10997","Senna reniformis","BR","Minas Gerais","Serra do Gandarela",-43.657778,-20.109167,NA,2382968250,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.657778, -20.109167)
"10998","Solanum psilophyllum","BR","Minas Gerais","Parque Estadual do Itacolomi, Estrada para a bacia do Custódio",-43.507778,-20.451694,NA,2382968789,"Solanaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.507778, -20.451694)
"10999","Apuleia leiocarpa","BR","Minas Gerais","Cocais",-43.394444,-19.844444,NA,2563083365,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.394444, -19.844444)
"11000","Machaerium nyctitans","BR","Minas Gerais","Cocais",-43.394444,-19.844444,NA,2563083227,"Fabaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.394444, -19.844444)
"11001","Byrsonima sericea","BR","Minas Gerais","Cocais",-43.4075,-19.845556,NA,2563083063,"Malpighiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.4075, -19.845556)
"11002","Miconia inconspicua","BR","Minas Gerais","Cocais",-43.400556,-19.834167,NA,2563083508,"Melastomataceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.400556, -19.834167)
"11003","Myrcia amazonica","BR","Minas Gerais","Cocais",-43.398333,-19.835278,NA,2563083520,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.398333, -19.835278)
"11004","Ouratea semiserrata","BR","Minas Gerais","Cocais",-43.396389,-19.830833,NA,2563083154,"Ochnaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.396389, -19.830833)
"11005","Bauhinia forficata","BR","Minas Gerais","Morro Vermelho, Serra do Gandarela",-43.665833,-19.995556,NA,3397860314,"Fabaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.665833, -19.995556)
"11006","Erythroxylum pelleterianum","BR","Minas Gerais","Mina de Brucutu, Região da Mina.",-43.353889,-19.863056,NA,3397860332,"Erythroxylaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.353889, -19.863056)
"11007","Myrcia tomentosa","BR","Minas Gerais","Mina de Brucutu, Região da Mina.",-43.355556,-19.851944,NA,3397860335,"Myrtaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.355556, -19.851944)
"11008","Cestrum schlechtendalii","BR","Minas Gerais","Mina de Brucutu, Região da Mina.",-43.3525,-19.846111,NA,3397860336,"Solanaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.3525, -19.846111)
"11009","Tovomita riedeliana","BR","Espírito Santo","APP Fazenda Goytacazes.",-40.071667,-19.466667,NA,3343107413,"Clusiaceae","SPECIES",NA,2000,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.071667, -19.466667)
"11010","Tovomita riedeliana","BR","Espírito Santo","APP Fazenda Goytacazes.",-40.070278,-19.466667,NA,3343107409,"Clusiaceae","SPECIES",NA,2000,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.070278, -19.466667)
"11011","Pera furfuracea","BR","Espírito Santo","APP Fazenda Goytacazes.",-40.070278,-19.466667,NA,3343107470,"Peraceae","SPECIES",NA,2000,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.070278, -19.466667)
"11012","Sapium glandulosum","BR","Espírito Santo","Povoação.",-39.857222,-19.420833,NA,3343110672,"Euphorbiaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","VIES","VIES",c(-39.857222, -19.420833)
"11013","Psidium brownianum","BR","Espírito Santo","Alto Moacir, Pedra do Cruzeiro, propr. Landislau",-40.550833,-19.348055,NA,3343111153,"Myrtaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.550833, -19.348055)
"11014","Campomanesia laurifolia","BR","Espírito Santo","Entrada do Flamengo, Km 1",-40.5125,-19.151667,NA,3343113936,"Myrtaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.5125, -19.151667)
"11015","Micropholis gardneriana","BR","Espírito Santo","Alto Bananal. Propriedade de Jonas Graci.",-40.416389,-19.248889,NA,3343116423,"Sapotaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.416389, -19.248889)
"11016","Micropholis guyanensis","BR","Espírito Santo","Alto Moacir. Propriedade de Vitório Salomão.",-40.5375,-19.311667,NA,3343116424,"Sapotaceae","SUBSPECIES",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.5375, -19.311667)
"11017","Jacaranda jasminoides","BR","Espírito Santo","Lagoa Nova - Ponto 19 ML.",-40.155,-19.349444,NA,3343116592,"Bignoniaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.155, -19.349444)
"11018","Jacaranda jasminoides","BR","Espírito Santo","Lagoa Nova - Ponto 19 MO.",-40.155,-19.349444,NA,3343116602,"Bignoniaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.155, -19.349444)
"11019","Diploon cuspidatum","BR","Espírito Santo","Liberdade. Água Viva, Pedra do Cruzeiro. Propriedade de Agular A. Lorenccinni.",-40.549167,-19.345833,NA,3343116654,"Sapotaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.549167, -19.345833)
"11020","Jacaranda jasminoides","BR","Espírito Santo","Lagoa do Limão - Ponto 18.",-40.378056,-19.557222,NA,3343116691,"Bignoniaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.378056, -19.557222)
"11021","Hirtella racemosa","BR","Espírito Santo","Areal - Ponto 24 MN.",-39.828056,-19.585833,NA,3343116714,"Chrysobalanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","VIES","VIES",c(-39.828056, -19.585833)
"11022","Pavonia calyculosa","BR","Espírito Santo","Parcela 4 para os estudos do EIA do Mineroduto Morro do Pilar/MG - Linhares/ES.",-39.920556,-19.378889,NA,3343119506,"Malvaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","VIES","VIES",c(-39.920556, -19.378889)
"11023","Anadenanthera peregrina","BR","Espírito Santo","Alto Moacir, propriedade de Lalau.",-40.552222,-19.343611,NA,3343119515,"Fabaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.552222, -19.343611)
"11024","Anadenanthera peregrina","BR","Espírito Santo","Santa Luzia, propriedade Ciro Farreira.",-40.665556,-18.978056,NA,3343119518,"Fabaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.665556, -18.978056)
"11025","Anadenanthera peregrina","BR","Espírito Santo","São Pedro, pedra do CEIER.",-40.648055,-19.022778,NA,3343119521,"Fabaceae","VARIETY",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.648055, -19.022778)
"11026","Anadenanthera peregrina","BR","Espírito Santo","Rochedo, propriedade Arlindo Breda.",-40.802778,-18.945833,NA,3343119522,"Fabaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.802778, -18.945833)
"11027","Anadenanthera peregrina","BR","Minas Gerais","Conceição do capim, sítio Rio Capim, estrada da Babilônia.",-41.229444,-19.57,NA,3343119529,"Fabaceae","VARIETY",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",c(-41.229444, -19.57)
"11028","Dalbergia nigra","BR","Espírito Santo","Estrada para Barra Seca.",-40.515556,-18.948055,NA,3343119530,"Fabaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.515556, -18.948055)
"11029","Anadenanthera colubrina","BR","Espírito Santo","Santa Luzia, propriedade Ciro Farreira.",-40.665556,-18.978056,NA,3343119532,"Fabaceae","VARIETY",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.665556, -18.978056)
"11030","Mabea fistulifera","BR","Espírito Santo","Ponte Alta, beira da estrada no barranco abaixo de plantio de café.",-41.298611,-20.2275,NA,3343120365,"Euphorbiaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","VIES","VIES",c(-41.298611, -20.2275)
"11031","Cariniana ianeirensis","BR","Espírito Santo","Estrada para Ibituba, Km 8, em frente ao Sitio da Fantasia. Capoeira com remanescentes próximo a afloramento rochoso.",-41.013333,-19.538055,NA,3343122261,"Lecythidaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",c(-41.013333, -19.538055)
"11032","Pera glabrata","BR","Espírito Santo","Alto Liberdade, Pedra do Cruzeiro. Pedra do Cruzeiro, topo do inselbergue.",-40.551111,-19.348333,NA,3343122411,"Peraceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.551111, -19.348333)
"11033","Parapiptadenia pterosperma","BR","Espírito Santo","Pontões Capixabas, propriedade Sr. Stur, trilha.",-40.815278,-19.232778,NA,3343126141,"Fabaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.815278, -19.232778)
"11034","Myrcia anceps","BR","Minas Gerais","RPPN Serra do Caraça.",-43.506389,-20.081667,NA,3343127815,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","VIES","VIES",c(-43.506389, -20.081667)
"11035","Aniba firmula","BR","Minas Gerais","Parque Estadual do Rio Doce.",-42.6,-19.766667,NA,3343127820,"Lauraceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","VIES","VIES",c(-42.6, -19.766667)
"11036","Senna cana","BR","Espírito Santo","Pedra da Onça.",-40.812222,-19.891667,NA,3343129076,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.812222, -19.891667)
"11037","Cariniana estrellensis","BR","Espírito Santo","São João do Príncipe, Sítio São João do Príncipe (propriedade do Sr. Rui Aguiar). Zona de Amortecimento do Parque Nacional do Caparaó.",-41.824722,-20.341389,NA,3343129618,"Lecythidaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","VIES","VIES",c(-41.824722, -20.341389)
"11038","Trema micrantha","BR","Espírito Santo","São João do Príncipe, Sítio São João do Príncipe (propriedade do Sr. Rui Aguiar). Zona de Amortecimento do Parque Nacional do Caparaó.",-41.823889,-20.339444,NA,3343129645,"Cannabaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","VIES","VIES",c(-41.823889, -20.339444)
"11039","Cedrela fissilis","BR","Espírito Santo","São João do Príncipe, Sítio São João do Príncipe (propriedade do Sr. Rui Aguiar). Zona de Amortecimento do Parque Nacional do Caparaó.",-41.823889,-20.339444,NA,3343129643,"Meliaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","VIES","VIES",c(-41.823889, -20.339444)
"11040","Cedrela fissilis","BR","Espírito Santo","São João do Príncipe, Sítio São João do Príncipe (propriedade do Sr. Rui Aguiar). Zona de amortecimento do Parque Nacional do Caparaó. Área da barragem de captação de água.",-41.821944,-20.341944,NA,3343129741,"Meliaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","VIES","VIES",c(-41.821944, -20.341944)
"11041","Emmotum nitens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,3343131441,"Metteniusaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.072222, -19.391389)
"11042","Myrcia splendens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,3343131618,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.072222, -19.391389)
"11043","Myrcia vittoriana","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,3343131616,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.072222, -19.391389)
"11044","Myrcia splendens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,3343131614,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.072222, -19.391389)
"11045","Myrcia splendens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,3343131621,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.072222, -19.391389)
"11046","Enterolobium contortisiliquum","BR","Espírito Santo","Córrego Taquaral, Santa Luzia, propriedade José Rochinha.",-40.696111,-18.994167,NA,3343132131,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.696111, -18.994167)
"11047","Piper aduncum","BR","Espírito Santo","Estrada Colatina - Itaguaçu. Floresta secundária, área alterada próximo à corrego temporário.",-40.817778,-19.602222,NA,3343132929,"Piperaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.817778, -19.602222)
"11048","Myrcia cerqueiria","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,3343135577,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.072222, -19.391389)
"11049","Licaria bahiana","BR","Espírito Santo","Canivete.",-40.071111,-19.321389,NA,3343137761,"Lauraceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.071111, -19.321389)
"11050","Erythroxylum passerinum","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do Rio Doce.",-40.081667,-19.436944,NA,3343139454,"Erythroxylaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.081667, -19.436944)
"11051","Palicourea blanchetiana","BR","Espírito Santo","Pedra de Santa Luzia.",-40.464167,-19.283889,NA,3343139522,"Rubiaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.464167, -19.283889)
"11052","Hornschuchia bryotrophe","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de Aparecida.",-40.473333,-19.408056,NA,3343140068,"Annonaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.473333, -19.408056)
"11053","Bunchosia maritima","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de Aparecida.",-40.473333,-19.408056,NA,3343140067,"Malpighiaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.473333, -19.408056)
"11054","Lecythis lurida","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de São Rafael.",-40.452222,-19.380833,NA,3343140074,"Lecythidaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.452222, -19.380833)
"11055","Cordia trichotoma","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de São Rafael.",-40.452222,-19.380833,NA,3343140072,"Cordiaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.452222, -19.380833)
"11056","Casearia lasiophylla","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de São Rafael.",-40.452222,-19.380833,NA,3343140075,"Salicaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.452222, -19.380833)
"11057","Solanum sooretamum","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de Aparecida.",-40.463056,-19.407778,NA,3343140079,"Solanaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.463056, -19.407778)
"11058","Miconia lepidota","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de Aparecida.",-40.463056,-19.407778,NA,3343140080,"Melastomataceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.463056, -19.407778)
"11059","Bixa arborea","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de São Rafael.",-40.452222,-19.380833,NA,3343140082,"Bixaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.452222, -19.380833)
"11060","Casearia decandra","BR","Espírito Santo","Rodovia ES-356 (Marilândia x São Rafael). Distrito de Aparecida.",-40.465278,-19.4075,NA,3343140084,"Salicaceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.465278, -19.4075)
"11061","Casearia arborea","BR","Espírito Santo","Cong.60 Sub.3 Subp.4 Na.12 do IFN-ES. Estrato médio. Solo profundo.",-39.96,-19.44,NA,3343141080,"Salicaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",c(-39.96, -19.44)
"11062","Anadenanthera peregrina","BR","Espírito Santo","Subida do Morro do Camelo, Propriedade do Fábio, fim da corda.",-40.7975,-19.233889,NA,3343141729,"Fabaceae","VARIETY",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.7975, -19.233889)
"11063","Anadenanthera colubrina","BR","Espírito Santo","Trilha da Pedra da Colina.",-40.875,-19.231389,NA,3343141730,"Fabaceae","VARIETY",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.875, -19.231389)
"11064","Senna cana","BR","Espírito Santo","Alto Várzea Alegre, Pedra da Onça. Inselbergue",-40.812778,-19.895833,NA,3343144760,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.812778, -19.895833)
"11065","Psidium oblongatum","BR","Espírito Santo","Sr. Voito.",-40.746944,-18.978333,NA,3343145813,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",c(-40.746944, -18.978333)
